"value","age","MP","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PasTotCmp.","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
6,21,22,17.8,1,0.79,0.17,21.4,0.07,0.33,15.7,0,0,75.6,99,11.5,79.7,10.1,86.1,1.69,3.43,49.2,0.17,0.73,2.75,0.39,0.17,2.75,1.46,0.34,0.11,0.28,1.12,0.39,0,0,0,0.06,0.62,1.74,1.24,0,0.06,0.17,0.22,0.06,0.17,0.11,0,0,0,0,0.06,1.97,1.07,0.9,0.73,0.34,0.73,1.91,38.2,1.18,1.57,0.28,0.67,1.29,0,43,2.08,9.94,22.1,11.6,1.4,2.13,0.56,26.3,1.24,57.9,21.6,108.4,0.67,0.67,0.28,1.91,1.07,25,2.53,0.28,0,0,1.57,2.08,0.06,0,0,0.06,5.62,1.29,2.3,35.9,0.0561797752808989
7.5,24,19,9.8,1,1.43,0.61,42.9,0.07,0.17,17,0,0,76.3,124.5,15.5,82.2,11.2,80,1.33,2.35,56.5,0.1,0.71,3.57,0.51,0.1,4.08,1.02,0.51,0,0.1,0.71,0.51,0,0,0,0,1.22,1.94,1.33,0,0.1,0.31,0.1,0.1,0.1,0.1,0,0,0,0,0,1.22,0.61,0.41,0.61,0.2,0.41,0.92,44.4,0.51,1.12,0.1,1.02,1.22,0,45.6,1.63,6.84,26.5,13,2.45,0.51,0.2,40,0,0,24.4,125.4,2.55,1.12,0.51,1.43,0.82,33.3,4.39,0.41,0,0,1.53,1.94,0,0,0,0,4.08,2.35,1.53,60.5,0.102040816326531
12,21,12,3.3,0,1.82,0,0,0,0,29,0.3,0,86.7,247.3,28.5,96.9,22.1,93.2,9.09,14.2,63.8,0,0.61,3.64,0.3,0,3.03,3.03,1.52,0.3,0.61,2.42,0,1.52,0.61,0,0.3,0.91,2.12,0.91,0.61,0.3,0,0.3,0,0,0,0,0,0,0,0,2.12,1.21,0,1.52,0.61,1.21,1.21,100,0,0.61,0,0.3,0.91,0,77,1.52,17.9,44.5,14.8,0.3,0.91,0.3,33.3,0.61,66.7,49.7,237.3,0.61,2.42,0.3,0.91,0.61,57.9,0.61,0.61,0,0,1.52,1.21,0,0,0,0,7.27,0,0.61,0,0
5,27,19,17.5,1,0.46,0.17,37.5,0.13,0.33,19.5,0,0,83.5,127.8,14.7,88.3,13.4,88.9,1.09,2.23,48.7,0.11,0.63,2.91,0.34,0.06,3.43,0.51,0.46,0.11,0.11,0.46,0.06,0,0,0,0.06,0.91,1.94,1.66,0.06,0.06,0,0.17,0,0.29,0.29,0,0,0,0,0,3.03,1.6,1.49,1.26,0.29,1.14,2.23,51.3,1.09,1.09,0.11,0.51,0.86,0.11,46.2,2.29,11.3,27.4,8.63,0.63,2.69,1.2,44.7,1.37,51.1,26.8,174.7,1.6,1.14,0.29,2,0.91,28.7,2.11,0.34,0,0,1.66,1.26,0.06,0,0,0,6.34,0.63,0.97,39.3,0.0571428571428571
20,21,20,9.3,4,3.33,1.29,38.7,0.13,0.33,24.4,0.43,0,79.9,227.6,15.6,94.8,15.3,83.1,7.1,11.7,60.6,0.11,2.9,4.41,1.29,0.22,6.02,6.13,2.15,0.11,1.18,5.16,0.22,3.76,1.94,0,0.22,0.65,6.02,3.23,1.51,0.54,0.54,0.11,0.11,0.43,0.22,0.11,0,0,0,0.11,1.83,0.86,0.54,0.97,0.32,0.86,2.04,42.1,1.18,0.65,0,0.75,0.65,0,58.3,0.86,7.74,27.7,23.8,2.9,3.44,1.29,37.5,2.04,59.4,33.9,206.3,2.15,1.83,0.65,2.15,1.51,36.8,3.23,0,0,0,1.18,0.75,0,0,0,0,7.1,0.54,1.51,26.3,0.43010752688172
9,29,13,5.8,0,1.55,0.17,11.1,0,0,27.3,0.34,0,90.7,419.7,25.2,96.1,26.4,94.1,8.28,11,75,0,1.21,5.86,1.21,0.34,6.38,7.76,5.34,0.17,0.17,2.93,0.52,1.9,1.03,0,0.17,0.34,2.93,1.9,0.69,0.17,0.17,0,0,0.34,0.34,0,0,0,0,0,2.41,1.55,0.69,1.55,0.17,1.38,2.24,61.5,0.86,0.69,0,1.55,1.72,0,73.6,2.76,19.1,41.4,13.3,0.69,0.69,0.34,50,0.17,25,36.4,130.3,1.03,0.52,0.34,0.52,0.34,50.9,0.86,0.34,0,0,1.72,1.03,0,0,0.17,0,5.69,0.17,0.17,50,0
12,24,15,11.2,3,1.7,0.8,47.4,0.16,0.33,13.6,0,0,81.7,88.5,19.7,89.8,12.1,83.8,1.43,2.59,55.2,0,0.63,2.23,0.09,0,2.32,0.8,0.36,0.18,0,0.54,0.45,0,0,0,0.18,0.98,2.32,1.43,0.09,0.09,0.54,0.18,0,0.27,0.18,0,0,0.09,0,0,1.96,1.34,0.8,0.89,0.27,0.71,1.43,50,0.71,0.89,0.36,0.98,1.16,0,51.8,1.88,10.1,27.6,14.5,2.77,0.98,0.54,54.5,0.27,27.3,25.9,95.1,0.98,1.25,0.36,1.88,0.63,37.4,3.66,0.27,0,0,1.88,1.96,0.09,0,0,0,5.09,0.63,1.43,30.4,0.267857142857143
30,27,19,17.9,2,2.01,0.56,27.8,0,0,22.3,0.17,0.11,74.4,160.1,14.1,85.7,12.8,80.9,4.3,8.6,50,0.28,2.4,2.4,0.73,0.11,3.8,6.37,2.63,0.39,0.39,5.08,0.11,3.3,1.45,0,0,0.89,4.41,2.29,1.56,0.17,0.22,0.11,0.06,0.5,0.11,0.34,0,0.06,0,0,1.79,0.95,0.78,0.84,0.17,0.67,1.4,48,0.73,1.06,0.11,0.84,0.61,0,53.4,0.84,6.93,28.7,18.3,1.96,2.74,1.06,38.8,1.34,49,28.9,173.6,2.18,1.4,0.22,2.01,1.06,34.5,4.13,0.11,0,0,0.84,2.07,0.22,0,0,0,4.58,0.39,0.89,30.4,0.111731843575419
7,21,5,3.2,0,0.31,0,0,0,0,12.4,0,0,83.1,203.1,20.9,87,21.3,86.8,6.25,8.75,71.4,0,0.63,3.13,0.94,0.31,5.94,1.88,1.25,0,0.94,0.94,0.31,0.31,0.31,0,0.31,0.94,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,4.38,2.19,1.88,1.25,1.25,1.56,2.19,71.4,0.63,0.63,0.31,1.88,1.25,0,69.7,3.13,20.3,36.3,13.4,1.25,1.56,0.63,40,0.31,20,52.5,275.6,1.25,1.88,0,0.63,0.94,48.8,0.31,0.63,0,0,2.19,1.56,0.31,0,0,0,5.63,3.13,0.63,83.3,0
18,31,19,11.7,4,1.45,0.6,41.2,0.18,0.43,22.3,0.17,0.09,80,302.9,29.2,90.2,21.2,83.9,4.36,9.06,48.1,0.26,2.14,6.07,1.97,0,9.23,8.38,2.82,0.68,0.26,5.47,0.17,4.1,1.97,0,0.26,1.03,3.25,2.22,1.03,0,0,0,0,0.51,0.43,0.09,0,0,0,0,1.88,0.94,0.68,0.94,0.26,0.77,2.22,34.6,1.45,1.2,0.17,0.34,0.09,0,75,1.11,9.32,42.1,24,1.79,1.03,0.17,16.7,0.85,83.3,40.7,195,2.82,2.74,0.43,1.37,1.11,54.4,4.19,0.09,0,0,0.6,0.34,0.17,0,0,0,6.07,0.26,0.6,30,0.341880341880342
7.5,29,18,13.5,0,0.22,0.07,33.3,0,0,20.2,0,0,88.2,242.4,29,93.6,18.2,87.8,1.78,2.44,72.7,0,0.52,2,0.59,0.3,2.59,9.56,0.89,0,0.07,1.48,8.59,0.07,0,0,0.07,0.96,1.41,1.04,0.07,0.07,0,0.15,0.07,0.15,0.15,0,0,0,0,0,1.93,1.19,0.74,0.89,0.3,1.26,2.07,60.7,0.81,1.04,0.22,0.96,1.56,0.07,64.7,2.22,21.9,31.5,12.2,1.04,1.48,0.52,35,0.81,55,35,265,4.22,2.81,0.74,1.11,0.22,41.9,3.04,0.37,0,0,0.67,2.07,0,0,0,0,4.22,0.37,0.74,33.3,0
30,25,18,15.6,0,1.03,0.45,43.8,0,0,24.4,0,0,81.3,256.3,18.6,87.6,19.1,86.6,5.71,8.53,66.9,0,0.64,5.38,0.51,0,5,2.5,1.92,0,1.03,0.51,0.26,0.26,0,0,0,1.09,2.05,1.6,0.19,0.06,0.13,0.06,0,0.32,0.19,0,0.06,0,0.06,0,2.18,1.22,0.96,0.96,0.26,1.03,1.54,66.7,0.51,1.67,0.64,1.15,1.73,0,62.5,2.63,16.7,35.3,11.2,0.71,0.96,0.58,60,0.32,33.3,29.7,117.2,1.15,0.64,0.19,1.22,0.83,41.6,1.15,0.26,0,0,1.6,1.28,0,0,0,0,6.41,1.54,0.9,63.2,0
17,28,19,11.4,2,1.14,0.35,30.8,0.15,0.5,11.5,0,0,81.1,116.7,14.4,85,11.1,87.3,2.28,3.68,61.9,0.18,0.88,2.63,1.05,0.09,4.47,1.05,0.35,0,0.18,0.18,0,0,0,0,0.09,0.53,2.72,2.37,0,0.09,0.18,0,0.09,0.44,0.35,0,0,0.09,0,0,1.49,0.53,0.35,0.96,0.18,0.35,1.14,30.8,0.79,0.79,0.09,1.14,0.61,0,43.3,0.88,7.02,24.2,12.4,2.54,0.88,0.26,30,0.44,50,26.3,117.6,0.88,0.53,0.09,1.67,1.49,31.9,4.21,0.18,0,0,1.49,1.05,0.09,0,0,0,4.56,2.19,1.75,55.6,0.175438596491228
10,25,13,7.6,1,1.18,0.79,66.7,0.11,0.17,17.9,0,0,85.4,177.8,17.2,87.9,18.6,92.2,4.21,5.39,78,0,1.45,4.61,0.53,0,5.13,1.71,1.05,0.26,0.26,0,0.53,0.13,0,0,0,1.18,3.55,2.76,0.13,0.13,0.13,0.26,0.13,0.13,0.13,0,0,0,0,0,1.32,0.79,0.53,0.66,0.13,0.26,0.39,66.7,0.13,0.53,0,1.05,0.79,0,55.3,1.32,9.74,30,16.1,1.18,2.24,1.32,58.8,0.53,23.5,35.1,198.2,1.45,2.5,0.13,1.32,0.53,39.2,2.11,0.26,0,0,0.53,1.45,0,0,0,0,4.74,0.53,0.66,44.4,0.131578947368421
4.5,32,20,10.8,1,1.48,0.28,18.8,0.06,0.33,17.9,0,0,84,174.4,23.7,89.8,17.1,87,2.41,4.17,57.8,0,0.28,4.17,0.56,0,4.91,0.09,0.09,0.09,0.19,0,0,0,0,0,0.09,0.65,1.67,1.57,0,0.09,0,0,0,0.19,0.19,0,0,0,0,0,2.41,1.48,0.65,1.11,0.65,1.2,1.76,68.4,0.56,1.3,0.28,0.74,1.76,0,60.7,2.87,14.2,36.7,10.6,1.39,0.37,0.19,50,0.19,50,32.9,144.4,1.39,0.83,0.09,1.39,0.19,43.9,1.11,0.19,0,0,1.67,0.83,0.19,0,0,0,5.93,1.3,1.3,50,0.0925925925925926
20,24,21,16.2,1,1.3,0.25,19,0.05,0.25,16,0,0,87.1,221.4,21.4,89.7,21.1,90.6,5,6.11,81.8,0.19,0.93,5.8,1.23,0.12,6.79,1.79,1.3,0.12,0.37,0.86,0.19,0.19,0,0,0.19,0.99,2.53,2.04,0.06,0.19,0,0.12,0.12,0.31,0.25,0,0,0,0.06,0,1.48,0.74,0.31,0.93,0.25,0.56,1.54,36,0.99,0.49,0.19,0.99,0.62,0,61.9,1.17,8.09,35.2,19.7,2.9,1.48,0.62,41.7,0.68,45.8,50.6,304.9,1.85,2.28,0.43,1.05,0.49,47.1,4.2,0.12,0,0,1.17,1.67,0,0,0,0.06,6.11,1.17,1.17,50,0.0617283950617284
15,26,19,17,3,0.94,0.24,25,0.06,0.25,20.2,0,0.12,84.9,236,24.5,90.3,22.6,91.1,3.71,5.29,70,0.12,0.82,5.06,1.41,0.12,6.71,2.76,1.53,0.06,0.24,1.65,0.29,0.88,0,0,0.29,1.59,2.41,2.12,0.06,0,0,0.24,0,0.35,0.29,0,0,0,0.06,0,1.24,0.76,0.41,0.53,0.29,0.53,1.29,40.9,0.76,1.76,0.18,1.18,0.82,0.06,69.6,2.06,13.9,38.2,18.4,2,1.71,1.06,62.1,0.47,27.6,42.4,246.2,2.88,1.59,0.29,2.18,1.47,50.4,3.41,0.12,0,0,1.12,1.65,0.06,0,0,0,6.35,1,1.06,48.6,0.176470588235294
9,21,10,5.1,0,0.98,0,0,0,0,20,0,0,80.5,351.8,27.5,88.1,22.9,81.2,3.73,6.08,61.3,0,0.78,3.73,1.57,0.78,5.49,10.2,0.78,0,0.39,3.92,9.41,0,0,0,0.39,0.59,1.57,1.57,0,0,0,0,0,0,0,0,0,0,0,0,2.35,1.37,0.78,1.18,0.39,1.37,1.76,77.8,0.39,1.76,0.59,1.96,1.76,0,73.3,3.14,23.3,30,20.2,1.18,0.78,0.39,50,0.39,50,35.9,148.6,2.16,1.18,0.39,0.2,0.78,43.3,5.69,0.2,0,0,0.98,0.78,0,0,0,0,4.9,1.76,0.39,81.8,0
12,25,14,12.4,0,0.48,0.16,33.3,0,0,25.1,0,0,87.3,333.6,24.8,92.2,24.7,87.3,5.73,7.5,76.3,0,1.37,7.34,0.48,0.16,8.39,1.69,1.13,0.16,0.48,0.97,0.16,0.4,0.08,0,0.16,0.48,2.66,2.5,0.16,0,0,0,0,0.16,0.16,0,0,0,0,0,1.94,0.73,1.21,0.56,0.16,0.65,2.58,25,1.94,0.89,0.08,0.89,0.89,0,69.8,2.66,17.3,41,12,0.48,1.21,0.32,26.7,0.89,73.3,43.8,237.7,2.18,2.1,0.08,0.73,0.65,52.3,1.69,0.48,0,0,0.89,0.65,0,0,0,0,7.02,0.24,0.16,60,0
9,23,17,10.8,2,0.93,0.37,40,0.2,0.5,21.3,0,0,79.1,217,23.2,87.8,20.7,79.5,2.96,5.37,55.2,0.09,0.93,1.85,0.83,0.19,3.43,10.1,1.02,0.09,0.56,1.3,9.07,0,0,0,0.09,1.2,1.76,1.48,0.28,0,0,0,0,0.09,0.09,0,0,0,0,0,1.02,0.65,0.46,0.56,0,0.28,0.56,50,0.28,0.83,0.19,0.65,1.11,0.19,63,1.85,19.8,30.3,13.5,1.39,1.76,0.28,15.8,1.11,63.2,30.6,139.4,1.2,0.74,0.46,1.2,0.65,39.2,3.7,0.37,0.09,0.09,1.02,0.74,0,0,0,0,6.39,0.83,0.74,52.9,0.185185185185185
4,27,13,5,1,1.6,0.6,37.5,0.13,0.33,14.8,0,0,66.7,64.4,8.6,74.1,5.8,65.5,0.4,1,40,0.2,0.4,1.8,0,0,1.6,1,0,0,0.2,0,0,0,0,0,0.2,0.2,1.2,0.6,0,0,0.2,0.2,0.2,0.8,0.2,0,0,0.2,0.2,0.2,2.8,1.6,1,1.6,0.2,1.6,2,80,0.4,1.2,0.4,0.2,2,0,33.2,3,9.4,14.2,9.6,2.6,0.4,0,0,0.4,100,11.2,36.4,0,0.2,0,1.8,2,13.4,2.2,0.2,0,0,1.6,0.6,0,0,0,0,3.4,2.4,2.8,46.2,0.2
7.5,24,19,10.5,1,2,0.67,33.3,0.05,0.14,24.1,0.57,0,74.7,126,14.2,81.9,9.14,82.3,1.9,4.1,46.5,0.1,1.43,1.81,0.57,0,2.76,4.1,0.86,0,0.38,3.33,0.76,1.71,0.95,0,0,0.76,3.71,2.57,0.76,0.19,0.1,0.1,0,0.38,0.19,0,0.1,0,0.1,0,0.76,0.38,0.29,0.29,0.19,0.38,0.57,66.7,0.19,0.48,0,0.67,0.38,0,43.5,0.1,6.29,17.6,20.9,2.57,2.86,0.95,33.3,1.71,60,25.4,181,2,2,0.95,2.29,1.62,29,4.48,0.1,0,0,0.57,0.57,0.29,0,0,0,4.67,0.19,0.67,22.2,0.0952380952380952
75,26,20,17.9,5,0.95,0.45,47.1,0.29,0.63,19.8,0.06,0,80.7,200.8,23.1,89.2,18.2,84.7,2.4,4.97,48.3,0.28,1.51,4.3,1.68,0.39,5.75,1.28,0.61,0.22,0.61,2.68,0.39,0.17,0,0,0.34,0.84,3.74,3.18,0.11,0.17,0,0.28,0,0.5,0.45,0,0.06,0,0,0,1.34,0.73,0.61,0.61,0.11,0.67,1.28,52.2,0.61,1.01,0.22,0.39,0.34,0,61.5,1.23,10.1,31.4,21,2.23,2.01,1.01,50,0.5,25,41.2,231.8,2.57,2.51,0.39,1.68,1.4,46.4,5.59,0.22,0,0,1.17,1.79,0.28,0,0,0,5.92,0.78,0.39,66.7,0.279329608938548
35,22,12,6.3,2,0.95,0.63,66.7,0.33,0.5,22.1,0,0,83.4,122.7,16.5,89.7,14.4,90.1,3.97,6.67,59.5,0.32,1.75,2.7,1.27,0.32,3.97,2.54,0.95,0,1.11,2.06,0.63,0.95,0.16,0,0,0.63,2.86,1.9,0.32,0,0.32,0.32,0,0.48,0.32,0,0,0,0.16,0,1.59,0.63,0.48,0.79,0.32,0.63,1.43,44.4,0.79,0.95,0.32,0.95,0.32,0,50.8,1.27,7.94,29.8,13.7,1.11,0.95,0.32,33.3,0.48,50,30.2,138.1,1.75,0.95,0.16,2.22,1.75,35.1,3.49,0,0,0,0.95,1.75,0.16,0.16,0,0,7.3,0,0.32,0,0.317460317460317
18,21,12,9.8,0,0.92,0.1,11.1,0,0,27,0,0,88.2,315.8,27.6,92.5,33,92,9.08,11.8,76.7,0,1.43,7.04,0.92,0.2,6.02,3.57,2.86,0,1.43,1.73,0.31,0.41,0,0,0.31,0.82,3.16,3.06,0.1,0,0,0,0,0.31,0.31,0,0,0,0,0,2.14,1.53,1.22,0.82,0.1,0.71,1.43,50,0.71,1.33,0.1,2.04,0.61,0,86.4,2.04,18.5,53.2,15.8,0.41,0.51,0.2,40,0.31,60,54.4,277.6,1.33,2.55,0.1,1.02,0.41,64.5,0.92,0.2,0.1,0,1.33,1.12,0,0,0,0,7.14,0.41,0.41,50,0
6.5,25,9,4.6,0,1.09,0.22,20,0,0,29.8,0,0,75.6,258.9,14.6,76.1,21.1,84.5,6.52,9.57,68.2,0.22,1.09,5.87,0.65,0,6.74,1.52,1.09,0.22,1.09,0.65,0.43,0,0,0,0.43,0.87,2.61,2.61,0,0,0,0,0,0.43,0.43,0,0,0,0,0,1.74,0.87,0.65,1.09,0,0.65,1.74,37.5,1.09,1.3,0,0.65,1.3,0,60.9,2.39,14.8,38,8.91,0.43,0.87,0.87,100,0,0,32.6,115,0.22,0.65,0,0.43,0,38.7,2.17,0,0,0,0.65,0.43,0,0,0,0,7.83,1.3,1.09,54.5,0
15,26,22,20.5,4,2.05,0.73,35.7,0.1,0.27,17.5,0.05,0,79.3,74.5,14.6,87,9.9,82.8,1.22,1.8,67.6,0.1,2,2.24,0.73,0.2,3.37,0.78,0.1,0,0.29,1.56,0.05,0.34,0.2,0,0.15,1.51,3.8,3.12,0.2,0.15,0.24,0.05,0.05,0.2,0.15,0,0,0,0.05,0,1.02,0.68,0.24,0.59,0.2,0.39,0.78,50,0.39,0.78,0.05,0.15,0.39,0,43.1,0.44,3.8,17.7,22.4,3.95,1.76,0.88,50,0.68,38.9,25.8,155.4,2.68,2,0.88,3.51,1.85,32.5,7.12,0.05,0,0,1.02,1.07,0.59,0,0,0,4.2,0.93,1.9,32.8,0.195121951219512
5,28,19,13.8,3,1.67,0.58,34.8,0.13,0.38,19.7,0,0,80.4,175.4,18.8,89.7,16.4,77.5,2.75,4.42,62.3,0.29,1.52,2.17,1.45,0.72,2.9,6.96,0.43,0.07,0.07,2.97,5.72,0.8,0,0,0.14,0.43,2.68,1.96,0.29,0.07,0.22,0.14,0,0.22,0.22,0,0,0,0,0,1.45,0.65,0.87,0.58,0,0.65,1.38,47.4,0.72,0.94,0.07,0.14,0.94,0,54.5,1.16,12.1,22.8,20,1.96,1.38,0.14,10.5,1.09,78.9,27.3,152.2,2.25,1.67,0.36,2.03,0.72,35.1,6.67,0.14,0,0,0.94,1.38,0.22,0,0,0,4.35,0.36,0.43,45.5,0.217391304347826
35,29,21,14.6,3,2.4,0.96,40,0.09,0.21,22.4,0.21,0,82.7,191.8,27.9,92.1,15.8,81.8,3.56,6.03,59.1,0.41,2.88,4.38,1.51,0.27,4.73,5.14,1.16,0,0.34,3.9,0.07,2.81,1.3,0,0.21,1.16,4.73,2.88,1.23,0.14,0.21,0.27,0,0.55,0.34,0.14,0,0.07,0,0,0.68,0.41,0.07,0.48,0.14,0.41,0.82,50,0.41,0.55,0.21,0.82,0.34,0,66,0.96,8.36,31.2,27.2,2.4,2.47,0.68,27.8,1.44,58.3,40.5,199.5,2.47,2.88,0.48,1.03,0.62,51.1,4.79,0.07,0,0,0.55,1.23,0.14,0,0,0,4.04,0.14,0.55,20,0.205479452054795
7,23,10,1.8,0,1.11,0,0,0,0,8.4,0,0,74.8,173.3,26.1,87,22.2,70,4.44,7.78,57.1,0,0.56,1.11,0.56,0.56,2.22,7.22,0,0,1.11,7.78,7.22,0,0,0,0,2.22,2.22,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,2.78,1.11,2.22,0.56,0,1.11,1.67,66.7,0.56,1.11,0.56,1.67,2.78,0,79.4,4.44,21.7,29.4,28.3,2.22,2.22,0.56,25,1.11,50,47.2,362.8,4.44,3.33,0,1.11,1.11,49.4,8.89,0,0,0,0,1.67,0,0,0,0,3.89,1.11,0,100,0
6.5,31,18,16.2,0,0.37,0.06,16.7,0,0,22.3,0,0,79.6,149.7,16,87.2,13.2,82.7,1.67,3.33,50,0,0.56,2.28,0.25,0.19,2.53,1.05,0.99,0,0.12,0.31,0.06,0,0,0,0.06,0.62,1.23,1.17,0,0,0.06,0,0,0,0,0,0,0,0,0,2.04,0.99,1.17,0.74,0.12,0.86,1.79,48.3,0.93,1.48,0.31,1.54,1.73,0,47.3,3.27,16.2,24.3,7.1,0.25,0.56,0.25,44.4,0.19,33.3,22.7,105.2,0.31,0.62,0,0.86,0.31,25.5,0.31,0.19,0,0,1.11,0.43,0,0,0,0,5.86,1.05,0.74,58.6,0
14,26,14,4.7,2,1.28,0.85,66.7,0.33,0.5,15.2,0,0,91.9,315.1,39.6,92.1,32.6,96.7,7.23,8.09,89.5,0,1.49,7.66,0.43,0,7.45,1.49,0.85,0.43,0.64,0.43,0.43,0.21,0,0,0.43,1.28,2.55,2.13,0.21,0,0.21,0,0,0.21,0,0,0,0.21,0,0,0.64,0,0,0.21,0.43,0.21,1.06,20,0.85,1.28,0,1.7,0.43,0,96.2,1.28,13.8,63.8,20,2.55,1.06,0.85,80,0.21,20,82.1,450.9,3.19,2.55,0.43,1.91,0.85,79.1,4.04,0,0,0,3.19,0.85,0,0,0,0,7.45,0.64,0.85,42.9,0.425531914893617
10,26,15,10.2,1,2.16,0.39,18.2,0.05,0.25,23.3,0,0,82.3,233,14.9,85.4,20.7,90,4.9,7.06,69.4,0.1,1.37,5.69,0.78,0.29,7.84,3.43,2.06,0.1,1.08,2.55,0.2,1.18,0.59,0,0.2,0.78,4.02,3.04,0.59,0,0.29,0,0.1,0.1,0.1,0,0,0,0,0,2.16,1.18,0.59,1.27,0.29,1.08,1.86,57.9,0.78,0.98,0.1,0.88,1.47,0,60.2,1.86,9.12,34.1,17.5,2.16,0.59,0.2,33.3,0.39,66.7,32.2,137.5,1.27,1.08,0.29,0.98,0.39,37.6,2.94,0.49,0,0,1.86,0.88,0.1,0,0,0,5.29,1.47,1.37,51.7,0.0980392156862745
25,27,15,11.5,0,0.78,0.17,22.2,0,0,18.6,0,0,85.2,176,26.3,88.9,17.9,90.3,2.17,2.7,80.6,0,0.61,4.96,0.87,0,5.83,2.26,0.78,0.09,0.43,0.96,1.48,0,0,0,0.35,1.22,1.91,1.48,0,0.26,0.09,0.09,0,0.17,0.17,0,0,0,0,0,1.57,0.78,0.61,0.78,0.17,0.61,1.39,43.8,0.78,0.78,0.17,0.7,1.48,0,63.4,2.35,11.7,34.8,17.8,2.78,3.22,1.65,51.4,1.13,35.1,36,209.3,3.04,1.65,0.61,1.65,1.22,46.3,4.09,0.09,0,0,0.52,2.35,0.09,0,0,0.09,6,1.65,1.74,48.7,0
10,30,15,6.1,1,3.11,0.98,31.6,0.05,0.17,25.6,0,0,74.7,269.7,17.4,86.2,19.8,80.2,6.39,10.5,60.9,0.33,2.13,5.9,2.46,0,8.2,3.77,1.31,0.33,1.8,3.77,0.33,2.13,0.98,0,0.82,0.98,4.26,2.62,1.15,0.16,0.16,0.16,0,0.33,0.33,0,0,0,0,0,2.3,1.31,0.82,0.98,0.49,0.98,2.79,35.3,1.8,1.31,0.16,0.82,0.33,0,69.7,0.33,10,36.1,24.9,1.31,3.28,1.31,40,1.64,50,45.6,241.5,3.11,2.79,0.49,3.44,1.48,49.7,5.9,0.33,0,0,1.64,1.8,0,0,0,0,9.34,0.82,1.15,41.7,0.163934426229508
20,22,15,13.3,1,0.83,0.3,36.4,0.09,0.25,22.2,0,0,88.8,189.7,21.2,90.4,21.6,94.1,3.53,4.59,77,0.08,0.6,4.74,0.6,0.08,4.74,2.11,1.88,0.15,0.3,0.68,0.08,0.15,0.08,0,0.23,0.53,1.88,1.5,0,0.08,0.15,0.15,0,0.08,0,0,0,0.08,0,0,1.13,0.53,0.53,0.3,0.3,0.75,0.9,83.3,0.15,1.13,0.3,0.75,1.05,0,60.8,2.41,10.9,39.3,11.1,0.38,1.13,0.38,33.3,0.53,46.7,38.7,205.2,1.88,1.28,0.08,0.9,0.83,43.4,0.9,0.3,0,0,0.98,2.63,0,0,0,0,6.32,0.38,0.38,50,0.075187969924812
8,17,1,0.1,0,0,0,0,0,0,0,0,0,80,40,30,100,10,100,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,10,10,100,0,0,50,300,0,0,0,0,10,50,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0
40,28,21,19.4,1,0.26,0.1,40,0.2,0.5,21.9,0,0,94.2,261.3,31.6,95.9,25.9,95.4,5.1,5.93,86.1,0.05,0.46,6.29,0.31,0,4.9,1.08,0.88,0,0.41,0,0.05,0,0,0,0,0.21,2.22,2.06,0,0,0.05,0.1,0,0.26,0.21,0,0,0.05,0,0,2.53,1.24,1.13,0.98,0.41,1.19,1.8,65.7,0.62,0.88,0.26,0.41,0.52,0,73.6,2.27,15.8,47.8,10.4,0.36,0.72,0.46,64.3,0.15,21.4,47.9,233.3,1.24,1.8,0.21,0.72,0.41,57.4,0.93,0.05,0,0,0.72,1.91,0,0,0,0,7.11,0.41,0.57,42.1,0.0515463917525773
